sensor_type,lat,long,sensor_url
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/V1YH-QeIGRfxCIIeINBrn-O2Aq9x2aRslRwrod34VLtizY9h2nUdRI-Y4SjTRqyu-dNuBsh_1JaO8ZBBlwFHDyQ6A7RyUrFxKnYS6SzYXCu8YZ2HqEtaeveNYUSdYIL3
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/VD51grLyIMr1yiyOCd3mhelFzrQ7icP3LU1dYu_b9y4EwoORayCitBucsTn0HCjDm2ZZFgXIzaUPX6e7Pr5P0UOjZ55VPpmYoJw6cmZbobrI-KEpr6moAP7xBFIsHW9-
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/W5du2EJzGl_ewNud-Atl4-2tRokwHzGKpubBb33Kifr5Omtbk16UmJXp_admjA0yu-HHPgroDOzU1tieEMXF5HMBw5oeV8gZcgbHJUAr5RdUi3ChbpBk7lZZC3zCx9aR
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/Xncpa-L5Ra-c8kHgyZo06paZNlSRdXvqZOCeHB5u5guUoq1FsTbFJr2kSqmhv6X_j3Fpv4fa3czTt7rfMSpMNa5osLAp5oVWgNVTZd9YuUWO5FMBT6rL8JKp_c90I7Wb
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/ZC0f9obdrfLNPvu61yiNg3SV6wiezEOAOqJH5rtrecYn8XzYRFSkeo-E3OFpf1wFiqg-RujUmgB8I3IEdZNcLUMmodKR-iiJr8ck1uDmRN3s5VFKUMZ9ffHl3VeYWdzn
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/aG9BmIcSlsu9uHb9HsN7Ac6UaIMwZzzTtLwgf4Q1jybodkcKDEneCOLFxPEDz1-hIqV2S_xXnuYLE1f3mgfmKpyEI0z5OCnBbLTAK_ewv12rKWFFpIH34jn4zJ5fRoqW
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/arb5feLz0hVJmV4khAtxtmU4ZasbTizFCc2Q82WOBeJ7ObPinMfb-5dY9DqA04jHU80nlHBID7O5d7hhyBH5bXDHPzVJMpJ2I8x1Ju3xtr9ri4DYw0XlvyMZk3nyZUU9
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/asHvEiTyhMf9XL0NtzF-7rTIDgmDVdDRcaUaFG0c5g4K4gKtWaRO8a9hOcpaDOSbnJJU83YWyWxuQugti8u3gj3cVL-yQxp3jc2jJ1HTT5EnoxsDQXloR-18W9RWPVtw
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/dfiCZSvOQ4HB4G9A0-574SI98VDa-rHw6XSelqruUR9-SbFZgqdhfZmFIPrcgzZ9S3FUmR0K2qp-Ex1ABBACj0ufT_l2wfV7WkpeJbvJIGDWrNOIEM4tx4_ImLd7IJBz
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/e1cuF-lDGkj65CiuAB_aTBGArbFWGOVK-rmlmP3TRCe3rqxWus42Wl2vO2t3C7yC8YurdoRr8GiWGTpq0mqWyv6-aALa5_gdvNXYR8dOHEDScelrZIHv5ac7fl2kF-AG
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/e4eLyXGHwPuGiMGfiwawteYsr6x7PnHrtgHEMfRJuMabgCxP85yFqte8bRo9UyD4maY2JzUOAjmuHeF3F7ssTYIn2TOiNzKtyWTtjDL-cH76FqBXWC2ftgnelb7ij3FO
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/h1XKw7Nw21R8rtVF1fkeEO0zalYvqXYQr2fIVl9N-o7zxPze_b0MNaWOUE1lFXmMxzgetiHiUEBWyPJmlEzZAShWPGmYukkIp3ov8cfYkPnsFHDa9lbqn-HS7VZCoCUv
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/hR7y4NEgx7tJWb4QdSCI1Gx61m6G2v6GKrpkrvFX0ESmaoY49m02dbNJGxDEbtK5nBJ8Jqkrq2CG4gszLi2MusL4A01IjbsMr-SWXgQAATyFxhTQujF3f4KiLa0uyN8w
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/j7FkMmdJBXBPT6Y8GmcythgkDhRiLFfBlfQOOC3FEVaPGLd28zaiDM_tJ-8-Sl5jbCJGtk__mJmTD7XH7fAEfFckr7Dm6GsBkqlg1B-u_Dquzsh9RpuKdOCX0BFpuzI5
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/koHeE4wfk0y4s-YsggMi6cePW5tV0WQgImq_bWwEhS0ncJy8m6GO6qIW1o52eUrkmSFhBPOaKAoC_TrohyoNnQHMZkyNtt10zdDMo51_yHNjmM5krIBUUZ6F6uhk9Lfl
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/nX2OutLKf0YvalJTF2otd1Yqt6cwlDiP9f0WcD6YgSDuuC6MHCfHhk2N96unEtTOrKe6qwx1Ue4YLeMuwghSWvgMXaNwg7_LtLdV6ScvKzwkPZEOyapTf7xypp86uRQG
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/sCWgNBPXaWwkxHs7VEQodl-kAAJKa7n1erpqTbT_RdQzkaJIFNRvK5HiPMUxxDIqkr3cNYBBBsASLysIwTi8poxIGOnWGli7wAyqh1c3q02hX5S3MZVNuG-zgtVlu97o
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/sXsRGYAh8mX8ZXAvEFlcCu55pVZkdXL_jJojvrO6_6v97Cnncyii5xT8h0eJdGV5j6CUJA2ar5CnsjUa4RRMpDX3Fc8QG20akkpGAMlERYEY4EYje1rzyNylDORhWqj1
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/wuVbNPAfVV4QttJFXJ9H331iu7hOP6CA-oFDKdE_DsHzho2uxOABD9PWCnRRd4RXXQJmvWlIbA-FP6EFRTyI6ohh9H2VPl9MbmpycKFP5VXeMYUfkyZau5Lf4VFDLh_u
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/yMAOmm3zC7HDZUtYCKMx5k4Ti5C5hT7_S9ZHcScvbhRB3DHAZah1-rE65wI5tpb_hTO4Pp6ZofiALNw0P0BIoIZl_c5GE6dPJ7sn--_R2PyIxpFZm36YT0h-7jK3MVHP
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/yc3lci3IcdobHr4oKV_SNYNKOgs-xptxLSYHEKvl4gFoq92zbXxc4M1IL2n50Dw1k5Ki_fVjp5ag5A59hQ6PBq4uCFEOGlDMCjnQD_CgZ2JgFuvfDPX6EpBdX8rk70gE
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/yeBlDF_1pPYNjYwOnTG00JhssXBiZVyN5lHKyqaBx8k5yspBMkpXVUfgpIQ03ufklU8xQrDAmYckZG90zJAgdywKWmJRaif5-hkpdoq2TOxkWBnchNFPWhVh6Apn4Bgc
AirTemperature,52.254,-7.18952,https://playground.fiesta-iot.eu/iot-registry/api/resources/z4eML_qbplF2Psbo77mIwGAXahddakX1GI3MFU7E1MZlRWGPB1ft_u9ENPhcE3crDamLIforhMuZZdBieMG5qQSLBD4I2JdoE35c8bs5QA2qPRwV-UDAP_8fZPu5nt5D
AirTemperature,43.4538,-3.87108,https://playground.fiesta-iot.eu/iot-registry/api/resources/Y9BwyLbDlPXw2e6uOnM6w0O69WKeVQaT0ue5FJqTp8YzE4IcweOsWNijEaqgHVuGfuNt53fwTVgHYj17Huv6FJgCPX1p3HbGDn9XFjjiS6boLP4-eBz8B56_z_QaRpmi1d0xhYiM-r3AkpgPtqRUpA==
AirTemperature,43.45399,-3.87088,https://playground.fiesta-iot.eu/iot-registry/api/resources/Bx22bghGlleQoAnBsItl4_74wCY4Wm2TL3UN_3BBkCZ-cOWGtboKtm7gg8Qh2BjvbS9BrrCen_gYKlAfZM4ZNibD_R6lPR-oOOgeAzY9UNsdjYhheA6YUUTMWdqWa-OqXuPpnRCLYe4OW2F4K_PLmQ==
AirTemperature,43.45403,-3.87037,https://playground.fiesta-iot.eu/iot-registry/api/resources/JGouSuglED_7NfnZ1uRTgVXfFu4KpBsbXBZxkmwwSd-CKsJAkACisQJNMHWkp9wZsK4xuPtQR2-1p5a3r0elw_9CwSOQhWuMHhGv8nNemU9cWPPZQ7vJf01d9V3FJ4Yw-zLUs48JLmTlCOynbXSiTA==
AirTemperature,43.45453,-3.86926,https://playground.fiesta-iot.eu/iot-registry/api/resources/DpT8zpwpZpBD_cQW4m2xMmdq6lI7XoCpr8K2yfpvyquZODF00hcyU8xD9ayMw-GMPSIb9Sxi7cnBKhXWt5xo7XEhshlhSZQXJmZc5m_0gYdjW-d4OTxuRGV8hjCkmWEgE2M4-4tw-pimfRQQg1LfHQ==
AirTemperature,43.45451,-3.86881,https://playground.fiesta-iot.eu/iot-registry/api/resources/gdaWbh6LsY8wQ0Txjj4ANdtj4Ia1tWDuFV3PYCOz87uxwPVbClOkim_iV-CZ9ZeT4iVPmaaqAR7gdmnT5tpJobr4lGUkR_190oUi-eqfSHhV0uJx6y2UkpmoSV83K9Ieiinim-haXOwd-Oy1Fd6HFg==
AirTemperature,43.46016,-3.83115,https://playground.fiesta-iot.eu/iot-registry/api/resources/kGq4LebVOE8XfzfBWJxnDlV1hrQsepy-DFpknZGOY6HyHceKW8OI2ua95mS9lnjWjqjOKlcUjshaQo_DiZkajBMPg0DMi-3QCpOKY1z3SGGl6Y2RfifPFzY4RpZJxX1L835rKcj-Jzjg4sSFxjfAbg==
AirTemperature,43.45075,-3.82911,https://playground.fiesta-iot.eu/iot-registry/api/resources/rj8YOb5bSEE_0cy0FLfF8VbcVu4YG39xbjj-outAj4umhs2fj2x8Tl2K07G5ZI0yQXl3jJ59jPQvz_LrAzqNomllqB0XpDhhlx_McRZmjj5bpvFYKs5NZ5dRYmntLhFsi3A2BnUn92hwsCqHreIxGw==
AirTemperature,43.45346,-3.82851,https://playground.fiesta-iot.eu/iot-registry/api/resources/O6MbayJtMzF0HZ-6JXzC-Jk4TLfR0iPydI2CXtUal9gnXSwQuM4zVCDuor9D37W_rx8jIocghEt0a4KGBkDg5O_GVc2R02MDKnypUfwpIApNFx7DyITigkxNizlOWxqr_q5lciBE19RTZUF2teb_VA==
AirTemperature,43.45418,-3.82829,https://playground.fiesta-iot.eu/iot-registry/api/resources/qOsBTUhnD2WQqtw3t1CLIvPp1Y1bPIF6rS_AdHP9MgE5os65pA0fmuljgNBhuF-BOqvjYkKp_sD_mMgM0HB6AzIvUOiB4LTaNi6i_CiywAPGur_YThhMgblROnGB76FiyGM6DWltnCHPyxERGP6-tg==
AirTemperature,43.45255,-3.82808,https://playground.fiesta-iot.eu/iot-registry/api/resources/PpAz4TYtug4NMK_hI5HjnxGJV7dMaIieP_IOpMWf_66qKXdQ7zFeB9fCB_4XoEocTdcMszJb_ey4YSyeqVppY2PpxzNJI_giZfM_K9g5ei-syJGGm3aNErQFM9KwLZImE0LOXxQBSjxLfHVUxpsdZQ==
AirTemperature,43.45321,-3.82802,https://playground.fiesta-iot.eu/iot-registry/api/resources/r8hA7_b_zDr2_S0XMDbnsmt3rJKKL7In2OGXDMXlFsC71P5UL-tZdggJWmF0wwfTUcViTqLuZ65UshOLEc2V03V07Fhc57O1BCHW29F9MldXDhtQUefp4u-ss9eVdiA29VNCSkIaufHTQX7lSS2QQg==
AirTemperature,43.45427,-3.82798,https://playground.fiesta-iot.eu/iot-registry/api/resources/Gm-DC8YU5n-dUEemN6fqy5aayhNMkUkyejNLGHA2RfekFGfXi9TDjNAxi7qFP2QTpDMTkG0uV4mTSgBU7fKOu905VYkK59AOJKBfh3sqxUdYOtFF50OWOtdAyRUUdZOiSos75CKtrbfm82z9sne5kw==
AirTemperature,43.4524,-3.82758,https://playground.fiesta-iot.eu/iot-registry/api/resources/Y09ce40HtC226ADdPlOd_0hO1jacIlonsN0QvqobliAh9tKkJ9m3WwFiuOmKlbnN2mJChNN1Ab-4snQaZDMFvIeUlGJNZtRCaBZvpaEKQcjJYWfjXK4No8HaYTi0I0eGJBH0LU_XbUFccYUgAYWsWg==
AirTemperature,43.45199,-3.82701,https://playground.fiesta-iot.eu/iot-registry/api/resources/IUqgdktMATx3eG1kiXfADtk_Ji7E3AsPnpjPd4mvEmRSvHnWX4piwLRnB_CoE7c5pxJfmEhzDAlEVJFMipyaJI-NGYANhVZiRdn5PqtWBWXPNESx111kQuG4MYZp6l8dlcDSEY5j3v92fVkOfplkUw==
AirTemperature,43.45169,-3.82684,https://playground.fiesta-iot.eu/iot-registry/api/resources/Z8U_e9rWgErM2LZxaG74QTRPaUkm9pyJ4g7QfkZepmSO7pxs_BjQRv6IbTy4EdqRmoKCMKkdV148wpZfKu40di-lQOlUL_kIPchPcDPyA4G_THbPFC0FvDiU28X7I4ezHv3sFDIW1JpPc5-okd4ksA==
AirTemperature,43.45269,-3.82661,https://playground.fiesta-iot.eu/iot-registry/api/resources/xwIP_mEVNQnA8FYQp8D9ByqYsxoHUcF7K3z48pwmrhFKUeNgga8pFvnLTlpJXQsHRwoZNKdlQuvQ9GUwzozqcxj9YhlTcuNG8V2T7MSE5-5WV8jXtJPWRaIfQSYVTB_AGHqLBPcMcxbQwqvFF09azw==
AirTemperature,43.4525,-3.82652,https://playground.fiesta-iot.eu/iot-registry/api/resources/hOYWiGcqEX2UTmYwdROd0OfcRBtS_qYcbhKSfyndRoxaEAKmV8acKjRLwVvqOl8VtShqZZ_2tHHyVi1VFC3ssaRckRe-LB2-BIX-XVDmWz67p7EsNEvpR7l-dk3079-koI9kE2ZJUth2OCwlIX9vFg==
AirTemperature,43.45185,-3.82593,https://playground.fiesta-iot.eu/iot-registry/api/resources/S5MNMcUMozw9az6D9Q0FPQaENfMNkGC6RLVgXqsp5F2lOFC6UbkyPcUqVGK_q93h-e00uvyndTnJ2IH0NYMoovG3__CAD3OZ3pd5kyzfNJsX_KmQ-Uk-FbwO4TkT7wN5o3gsbNZ8VMvkHhEIYNFUeA==
AirTemperature,43.45196,-3.82559,https://playground.fiesta-iot.eu/iot-registry/api/resources/zDh-0_smItaRV4mWUXBG4kWMMOclaMLMFlRSYCVI4TPFC82R8DKFeVJBcA49I7bSMKHqzFsoHGtA5YMpJm-xlOaQC-zF3Tf9jYeydnlyCiI-Y4KXvAFcaSjq0MpSi8prsrw1bRweA3BCo3MTRLprDA==
AirTemperature,43.45859,-3.82551,https://playground.fiesta-iot.eu/iot-registry/api/resources/8gTlj4Z6HirrujmF7f_ZP2PTl1MNMbLxo1WYwAdjcJVziX8UrQ8YqVa4Z1eUALK05vAZ9Fc9GLqH-uMd0hQNAlD8ThGaY1SAb9FrK-T1fJLW0TkZUm_MyiqHaaH_jb-R7iJWC1hLYP7neeq9eu43qg==
AirTemperature,43.4529,-3.82488,https://playground.fiesta-iot.eu/iot-registry/api/resources/PCvjawMGT4JYn5-LGIPs3HZdJArtNXNzN4qCpMsJp4LiaxrNcAj06nzJZ8tsExbKHFfeB9DUJ6vhYaRUY6yCU1XjS7h4n-NIuANeJQqPziIr_SQfSHt1-_zZKPizGk3GhhqgaEMV3QRLqlkW9jqpcw==
AirTemperature,43.45223,-3.82481,https://playground.fiesta-iot.eu/iot-registry/api/resources/ubB3NYpDx6JaZ8Ulg5XNk9f-eK6qZwuXQ9hjIF9KjAwcs-A-deQco8k0PLWDnpg-v3QW2dYZtRJL4OEzJnS06_Y3PrhKjXhb0GTrG6so99HGq2A--syy0nEyevhaNJowWzsXMFYuSPQJMNlFplZ8tw==
AirTemperature,43.45911,-3.82452,https://playground.fiesta-iot.eu/iot-registry/api/resources/1obbb6VXA3fIwhBMqawEQ8q4d6OJToRC1Vbjea2KSTGmc_mKfpQEH9rr_IkDE549xGHmC3GFvDZr46WZMg7fULcjtnR6PMlvlNq82FGl_5DMpc-wdqtMi1SekX-Rm19b_GOs6eF6ihLe14sNodvgQg==
AirTemperature,43.45355,-3.82443,https://playground.fiesta-iot.eu/iot-registry/api/resources/wBt63UmHL9ZikOfxgiFHygXX9qa1Q_tZ8Sg3_mN-XDxpnY7AzVjgx4JU0mLfKQ6EW4KcOiws79rMUxRjE7f6cLJi8CauKgOezuVJ0j9hV34tZ4P8acdOHrpItMi5g9oiL7fcq6FiZFqo61KrTi_brw==
AirTemperature,43.45943,-3.82223,https://playground.fiesta-iot.eu/iot-registry/api/resources/thiyQABG90yCrEubn4dCr41XW0eq1Jski2e35aOtMZbNVvkqjzMbjRUmKB-o1Yz0PNO5-ZkitXGoTUmBtZQetX-HQawBaQsgCpwN0c304QfFsVLC1EK2ZTsuVwMvn2OappH2DulZkDMMB_wSX3A-zA==
AirTemperature,43.4597,-3.82137,https://playground.fiesta-iot.eu/iot-registry/api/resources/Mgo3AZJ7bFDP-VEdkXsLkfbEuQ0CRVvm_feqfZDDFmyVfjlyzS8-niwOXms96DSrtwxSXyT1XaXa0tVv7xHpE2bbm1NM-3NTFIb5PLJzSpzMqYcFbWXTdofyiJqwSacPwoSQr3z8y2Xw_pQV6flxAQ==
AirTemperature,43.46008,-3.821,https://playground.fiesta-iot.eu/iot-registry/api/resources/sv3E6yUVFi5VcxZO3s4D1Vacpe4OEBGSujboumMHTDUsNhupsWhwr_smhCEItJVOLeDbZViJGNLizNk2TCzPliScQcv12TklxapqUa0uJWoW_yR1MIlDAF6E8d6_2awfRE1NGzqjvq3ucWDh-ev3Mg==
AirTemperature,43.45993,-3.82042,https://playground.fiesta-iot.eu/iot-registry/api/resources/FSkrP9HCKReDqDtvf9Ghq0SsD9H2tWdQjzDwYGnX6uue8jA8B2hPa2VUHqFk7lnzUZnn_fINZT44OMT3yJXWrleYJwXgnaRXMhcQEGCzDzETLH8FMZDGLo0m019L3uroxlQIDYh5md8PTH-ZIO_EQw==
AirTemperature,43.46017,-3.81944,https://playground.fiesta-iot.eu/iot-registry/api/resources/j1B15TsXwun-kSGcC3QObXoS2HNBMDEeUJUAvrkrVpELAvNGv-1Ta_yGANyFLZihqTv0XhNjubptyWRHF0tU4nw2fnO41CctCfusNEfPYgJMnEl4RrL9HFei-xGSut1c-x4ixBYxM07dRnZ_eTADPg==
AirTemperature,43.46056,-3.81936,https://playground.fiesta-iot.eu/iot-registry/api/resources/IoAfAX5jA4xUWzFL_SsfHSl6bq_AhSq4NbImDJZgXWrY0GXUwSEbvILV3KusvH9otj5SdOwwjp6LnGhK-mvtY47YRUzh4xF3WcaifigNooE7H7X65WU78olDlRbkjfCGmAfPO3R7cwXQm7VcP65O0A==
AirTemperature,43.46029,-3.81907,https://playground.fiesta-iot.eu/iot-registry/api/resources/Ik3tjuYKnRKyUMXhMJQ3s4hP3yiUhNDMCH26i5EcRonRV21aqBdb9SzENOZ0N0gaMpliE6uNqZ8moWomRWqtlCFtY-GLKauw14kytRP9nfd4abiNRwlL0cq26eu0HE0aRhaoidouqATnTENVLiL21g==
AirTemperature,43.46068,-3.81887,https://playground.fiesta-iot.eu/iot-registry/api/resources/P-YRC69BjBn_BlvBvd05wOPSejRqk1aE-GrzIjihYkGCF2UoIX9sV1DX0yLycWAjwjPIihYUDRM782VwOrndH0vRncjJxgG2C96N081LY5ebNhAmrv9AENEY-TrSoX8wscjrq0yjRNbF1KHJvSQYzg==
AirTemperature,43.46039,-3.81873,https://playground.fiesta-iot.eu/iot-registry/api/resources/AFx01R3UoVlQ9aMwLZe25kFVFaEgP-tigtL9Gw83pF6n4J3TAIEw42Nv-e2a-ko8DB23fckQrdVupD0RFpWW8rRy0DLx6pG0dXJK7rF3crfMtd6wmJR-j70tc4WlKZQDfqYwdq1U8cbUhH8jCN4fBg==
AirTemperature,43.46069,-3.81765,https://playground.fiesta-iot.eu/iot-registry/api/resources/g18EhX5GmFkxeKXaqmLBIiXpvN7fjWlF9yAaHS6G_RZf7SjBr2R-tcOtKsV7RLKWvBBviNrPPon1qm685L8TlfDasebVpfXGYz15j3m4Jc98QbXIYK0avyh8hRKJo2udL0Q1RnvPYgPxMUi9fwBBmg==
AirTemperature,43.46305,-3.81442,https://playground.fiesta-iot.eu/iot-registry/api/resources/KKIA8E1KqcNy5qIPBeTmHQ4nHN_BHPYb-1k7EL6HcBjwjOkBWDL0jd-M5kBq80CEGbJTdN-Dp-mj5UYbBKzndA7uC6o4jXBEvawbEO2BqQ9Lm1Y4SmmiLwM8Iz8mF9tWWixIN0IpsA5VYRV3qkpUbQ==
AirTemperature,43.46321,-3.81407,https://playground.fiesta-iot.eu/iot-registry/api/resources/JkfJDW2xoHWhS6yoPGvFZIO9F-p1tRVVyv4clKLr6HiFZsQX7rGGnyUYXgNsY7aiKkRBSTOdf1gXy7My2VuZAc6KMlL5DaZIemDFEFepFccHFboX3tr_PL5rFYU4Owi5GItdPAYFmNaNJWJ1NqmYJQ==
AirTemperature,43.46106,-3.81405,https://playground.fiesta-iot.eu/iot-registry/api/resources/bdt1xYMM-XNJ1bk_CdGqUd6GE6S0qzbuc4z0otG35tB2vF_IytzL31EjjzRlyRtr_6P72Co1hNIOlQPQKjIef07MvuyVgjswXM26V6BHA3oQkBjvC0YuoGzAZwzm4vpxxWU3mUzrFF20cNjUuMl-2A==
AirTemperature,43.4625,-3.81401,https://playground.fiesta-iot.eu/iot-registry/api/resources/ykGKTrhmZvX-4VOHNb8RmGKeHBoIkg5qHBG-auOl-v7vIVELHikKIC7aWLi1rdN9qPg_hegK9b6ixFG0gN24LtjoiJBwLQTJM3h7T3tic0h8v21N_tNLGrA14xL_NyCkiJn-C8JdZG4plvYQvwTf3g==
AirTemperature,43.45527,-3.81383,https://playground.fiesta-iot.eu/iot-registry/api/resources/WdqRCz9nBa9M5iZy9traJC_mHHm7hC72CkWC7OgKAQGduDPmFVQJY-LMkH5ZOCJwy2nJ4hl1nNWKp59zNisVoiNfRjFvhgxOwmmf6p0zGTaMVGANYpv7mZ-VukpDildlfxsNeaSf2u1MbohliKdSPg==
AirTemperature,43.46255,-3.81374,https://playground.fiesta-iot.eu/iot-registry/api/resources/JxY6UlWq2fmoT6enqeZCetK8YZAlhLLQsIAPMMTxCCygKk7nTS2rnbGDoqeOWusMH5HVSLOZ2A7qaFNKntYXJAehv8mRkKJHGgIrb68cIoVQRrJGx0MuZ23Y6IyI8aJm6fIcO9qJleUDI5x647499Q==
AirTemperature,43.46109,-3.8137,https://playground.fiesta-iot.eu/iot-registry/api/resources/A19MEeVLo7XsSiuJm3InVsdPIilHik20211P54a3YIdl2mBYmSuWQyp0ZExVTTpxRL4C7745dwVGukb9v5ANvuVdMJtqBCnw-rrfajJNFgiQhX_Zz39T1LwILmraMe7Gb0BUX1HZMMw_89k9fOJn5A==
AirTemperature,43.46311,-3.81368,https://playground.fiesta-iot.eu/iot-registry/api/resources/lNN-jE74OtE8ffkSX1jvWvFm26KqaWiIvV6HLwQmyUyUd_Dd1hWHf-pU7DXt45JHYrRs93rdKpb7reEu9jZgHP78sPKP4QD0k28gBLKhibXUgzQtVvBdOnFi0OMqZLl-88UlH0TJFYQZc1iNBEvBfA==
AirTemperature,43.46287,-3.81365,https://playground.fiesta-iot.eu/iot-registry/api/resources/3hY5ULCTen13gzgauGtl1ushudWcXpRp8fgHklOY92VtRBNvDkh3wkcf4WTj4ybcS1QbNgmsVON5otEGE76Miy53fZKC9mVWkkPfJaYblNtKN6LStwYLnnZQuLzWtaZ6TqOKxFbsjdGALYYL9Tmbxw==
AirTemperature,43.46222,-3.81364,https://playground.fiesta-iot.eu/iot-registry/api/resources/B0hTzl2AjJiO_b9IrvkJ0KXBiNxX52FGDGgOJki3thxrgARM4_7Zat65EwE1obXdWWQW0Nzm23mQ3Q_GmD0IaHCxJoBaFGMqtxZFdPLZIXqh7tVL8abmIXJLmoQaV8cc-gDL6bl604ucjgGFLlSA_A==
